"fin" "slice" "csa" "NA" "NA"
"Aligned_ray3_d" 67 0.051951173 0.000162244 0.000359548
"Aligned_ray3_d" 68 0.062341407 0.000269892 0.000449821
"Aligned_ray3_d" 69 0.051951173 0.000162244 0.000359548
"Aligned_ray3_d" 70 0.051951173 0.000162244 0.000359548
"Aligned_ray3_d" 71 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 72 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 73 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 74 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 75 0.051951173 0.000162244 0.000359548
"Aligned_ray3_d" 76 0.051951173 0.000162244 0.000359548
"Aligned_ray3_d" 77 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 78 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 79 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 80 0.020780469 2.2526e-05 6.7438e-05
"Aligned_ray3_d" 81 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 82 0.051951173 0.000216442 0.000521264
"Aligned_ray3_d" 83 0.062341407 0.000273381 0.000716224
"Aligned_ray3_d" 84 0.062341407 0.000273381 0.000716224
"Aligned_ray3_d" 85 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 86 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 87 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 88 0.031170704 0.000103543 0.000238321
"Aligned_ray3_d" 89 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 90 0.051951173 0.000156584 0.000365208
"Aligned_ray3_d" 91 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 92 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 93 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 94 0.020780469 1.7993e-05 0.00012595
"Aligned_ray3_d" 95 0.010390235 8.996e-06 8.996e-06
"Aligned_ray3_d" 96 0.010390235 8.996e-06 8.996e-06
"Aligned_ray3_d" 97 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 98 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 99 0.020780469 2.2526e-05 6.7438e-05
"Aligned_ray3_d" 100 0.031170704 3.0213e-05 0.00023968
"Aligned_ray3_d" 101 0.041560938 0.000124891 0.000243962
"Aligned_ray3_d" 102 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 103 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 104 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 105 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 106 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 107 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 108 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 109 0.051951173 0.000260896 0.000260896
"Aligned_ray3_d" 110 0.031170704 0.000103543 0.000238321
"Aligned_ray3_d" 111 0.051951173 0.000216442 0.000521264
"Aligned_ray3_d" 112 0.051951173 0.000216442 0.000521264
"Aligned_ray3_d" 113 0.041560938 0.000124891 0.000243962
"Aligned_ray3_d" 114 0.041560938 0.000124891 0.000243962
"Aligned_ray3_d" 115 0.031170704 0.000103543 0.000238321
"Aligned_ray3_d" 116 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 117 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 118 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 119 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 120 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 121 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 122 0.041560938 0.000143943 0.000143943
"Aligned_ray3_d" 123 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 124 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 125 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_d" 126 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 14 0.083121876 0.00047681 0.000719713
"Aligned_ray3_v" 15 0.083121876 0.00047681 0.000719713
"Aligned_ray3_v" 16 0.083121876 0.00047681 0.000719713
"Aligned_ray3_v" 17 0.083121876 0.00047681 0.000719713
"Aligned_ray3_v" 18 0.062341407 0.000344623 0.000429069
"Aligned_ray3_v" 19 0.072731642 0.00045039 0.000477526
"Aligned_ray3_v" 20 0.062341407 0.000225566 0.000476155
"Aligned_ray3_v" 21 0.062341407 0.000225566 0.000476155
"Aligned_ray3_v" 22 0.062341407 0.000384351 0.000389341
"Aligned_ray3_v" 23 0.062341407 0.000384351 0.000389341
"Aligned_ray3_v" 24 0.072731642 0.000424775 0.000657366
"Aligned_ray3_v" 25 0.062341407 0.000375017 0.000470646
"Aligned_ray3_v" 26 0.062341407 0.000384351 0.000389341
"Aligned_ray3_v" 27 0.051951173 0.000190622 0.000417535
"Aligned_ray3_v" 28 0.062341407 0.000384351 0.000389341
"Aligned_ray3_v" 29 0.062341407 0.000384351 0.000389341
"Aligned_ray3_v" 30 0.062341407 0.000384351 0.000389341
"Aligned_ray3_v" 31 0.051951173 0.000162244 0.000359548
"Aligned_ray3_v" 32 0.051951173 0.000162244 0.000359548
"Aligned_ray3_v" 33 0.051951173 0.000162244 0.000359548
"Aligned_ray3_v" 34 0.072731642 0.000444937 0.000698892
"Aligned_ray3_v" 35 0.062341407 0.000204132 0.000641531
"Aligned_ray3_v" 36 0.072731642 0.000371943 0.000679352
"Aligned_ray3_v" 37 0.072731642 0.000371943 0.000679352
"Aligned_ray3_v" 38 0.072731642 0.000371943 0.000679352
"Aligned_ray3_v" 39 0.093512111 0.00075041 0.000970904
"Aligned_ray3_v" 40 0.093512111 0.00075041 0.000970904
"Aligned_ray3_v" 41 0.093512111 0.00075041 0.000970904
"Aligned_ray3_v" 42 0.083121876 0.000390507 0.000981447
"Aligned_ray3_v" 43 0.083121876 0.000390507 0.000981447
"Aligned_ray3_v" 44 0.083121876 0.000390507 0.000981447
"Aligned_ray3_v" 45 0.072731642 0.000371943 0.000679352
"Aligned_ray3_v" 46 0.072731642 0.000371943 0.000679352
"Aligned_ray3_v" 47 0.062341407 0.000269892 0.000449821
"Aligned_ray3_v" 48 0.051951173 0.000190622 0.000417535
"Aligned_ray3_v" 49 0.051951173 0.000190622 0.000417535
"Aligned_ray3_v" 50 0.051951173 0.000162244 0.000359548
"Aligned_ray3_v" 51 0.041560938 7.9168e-05 0.000316674
"Aligned_ray3_v" 52 0.020780469 2.2526e-05 6.7438e-05
"Aligned_ray3_v" 53 0.041560938 7.7885e-05 0.000317957
"Aligned_ray3_v" 54 0.020780469 2.2526e-05 6.7438e-05
"Aligned_ray3_v" 55 0.020780469 2.2526e-05 6.7438e-05
"Aligned_ray3_v" 56 0.020780469 2.2526e-05 6.7438e-05
"Aligned_ray3_v" 57 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 58 0.041560938 7.7885e-05 0.000317957
"Aligned_ray3_v" 59 0.041560938 7.7885e-05 0.000317957
"Aligned_ray3_v" 60 0.041560938 7.7885e-05 0.000317957
"Aligned_ray3_v" 61 0.051951173 0.000156584 0.000365208
"Aligned_ray3_v" 62 0.051951173 0.000156584 0.000365208
"Aligned_ray3_v" 63 0.051951173 0.000156584 0.000365208
"Aligned_ray3_v" 64 0.041560938 9.219e-05 0.000357631
"Aligned_ray3_v" 65 0.051951173 0.000272467 0.000378874
"Aligned_ray3_v" 66 0.051951173 0.000162244 0.000359548
"Aligned_ray3_v" 67 0.041560938 0.000143943 0.000143943
"Aligned_ray3_v" 68 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 69 0.051951173 0.000156584 0.000365208
"Aligned_ray3_v" 70 0.051951173 0.000156584 0.000365208
"Aligned_ray3_v" 71 0.041560938 7.7885e-05 0.000317957
"Aligned_ray3_v" 72 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 73 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 74 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 75 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 76 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 77 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 78 0.031170704 6.2975e-05 0.000134946
"Aligned_ray3_v" 79 0.031170704 6.2975e-05 0.000134946
"Aligned_ray4_d" 8 0.155853518 0.002278505 0.002813466
"Aligned_ray4_d" 9 0.124682815 0.001185105 0.001504823
"Aligned_ray4_d" 10 0.145463284 0.00142242 0.002237835
"Aligned_ray4_d" 11 0.124682815 0.001071617 0.001942182
"Aligned_ray4_d" 12 0.135073049 0.001195742 0.00259244
"Aligned_ray4_d" 13 0.124682815 0.001118522 0.001643377
"Aligned_ray4_d" 14 0.145463284 0.001765864 0.00214115
"Aligned_ray4_d" 15 0.124682815 0.001104938 0.001764918
"Aligned_ray4_d" 16 0.135073049 0.001243066 0.002080071
"Aligned_ray4_d" 17 0.124682815 0.001214516 0.001475412
"Aligned_ray4_d" 18 0.135073049 0.001388988 0.001751453
"Aligned_ray4_d" 19 0.124682815 0.001057118 0.001848724
"Aligned_ray4_d" 20 0.124682815 0.001226226 0.001634634
"Aligned_ray4_d" 21 0.124682815 0.001051888 0.001719007
"Aligned_ray4_d" 22 0.135073049 0.001388988 0.001751453
"Aligned_ray4_d" 23 0.11429258 0.001029921 0.001248626
"Aligned_ray4_d" 24 0.11429258 0.000829784 0.00188059
"Aligned_ray4_d" 25 0.11429258 0.000802064 0.001672768
"Aligned_ray4_d" 26 0.103902346 0.000576917 0.001870107
"Aligned_ray4_d" 27 0.083121876 0.000452035 0.000879435
"Aligned_ray4_d" 28 0.103902346 0.000682749 0.001440405
"Aligned_ray4_d" 29 0.103902346 0.000603826 0.001519327
"Aligned_ray4_d" 30 0.11429258 0.000955173 0.001951487
"Aligned_ray4_d" 31 0.103902346 0.000997887 0.000963331
"Aligned_ray4_d" 32 0.124682815 0.000857686 0.002291059
"Aligned_ray4_d" 33 0.135073049 0.001155001 0.002168136
"Aligned_ray4_d" 34 0.124682815 0.000986151 0.001712773
"Aligned_ray4_d" 35 0.124682815 0.001118522 0.001643377
"Aligned_ray4_d" 36 0.135073049 0.001388988 0.001751453
"Aligned_ray4_d" 37 0.11429258 0.00117853 0.001100016
"Aligned_ray4_d" 38 0.135073049 0.00084795 0.002923624
"Aligned_ray4_d" 39 0.124682815 0.001118522 0.001643377
"Aligned_ray4_d" 40 0.145463284 0.00125113 0.002640462
"Aligned_ray4_d" 41 0.11429258 0.000954754 0.00163785
"Aligned_ray4_d" 42 0.124682815 0.000859593 0.002909904
"Aligned_ray4_d" 43 0.11429258 0.000954754 0.00163785
"Aligned_ray4_d" 44 0.145463284 0.00134559 0.002677093
"Aligned_ray4_d" 45 0.103902346 0.000781634 0.001438681
"Aligned_ray4_d" 46 0.124682815 0.000831187 0.002038669
"Aligned_ray4_d" 47 0.11429258 0.000810595 0.00148758
"Aligned_ray4_d" 48 0.124682815 0.001214516 0.001475412
"Aligned_ray4_d" 49 0.11429258 0.000810595 0.00148758
"Aligned_ray4_d" 50 0.124682815 0.001043584 0.002051183
"Aligned_ray4_d" 51 0.11429258 0.00096668 0.001449267
"Aligned_ray4_d" 52 0.145463284 0.001381301 0.002456312
"Aligned_ray4_d" 53 0.145463284 0.001547678 0.00225909
"Aligned_ray4_d" 54 0.166243753 0.001700976 0.003168333
"Aligned_ray4_d" 55 0.103902346 0.000714419 0.001603058
"Aligned_ray4_d" 56 0.135073049 0.001106103 0.002449557
"Aligned_ray4_d" 57 0.124682815 0.001337281 0.001532576
"Aligned_ray4_d" 58 0.145463284 0.001381301 0.002456312
"Aligned_ray4_d" 59 0.124682815 0.001219844 0.002225783
"Aligned_ray4_d" 60 0.145463284 0.001504816 0.002517867
"Aligned_ray4_d" 61 0.103902346 0.000515199 0.002493202
"Aligned_ray4_d" 62 0.145463284 0.00124291 0.002987976
"Aligned_ray4_d" 63 0.135073049 0.001014919 0.003039004
"Aligned_ray4_d" 64 0.124682815 0.000836459 0.002798092
"Aligned_ray4_d" 65 0.103902346 0.00061682 0.001473947
"Aligned_ray4_d" 66 0.124682815 0.000836459 0.002798092
"Aligned_ray4_d" 7 0.124682815 0.001043327 0.002339325
"Aligned_ray4_d" 8 0.155853518 0.002278505 0.002813466
"Aligned_ray4_d" 9 0.124682815 0.001185105 0.001504823
"Aligned_ray4_d" 10 0.145463284 0.00142242 0.002237835
"Aligned_ray4_d" 11 0.124682815 0.001071617 0.001942182
"Aligned_ray4_d" 12 0.135073049 0.001195742 0.00259244
"Aligned_ray4_d" 13 0.124682815 0.001118522 0.001643377
"Aligned_ray4_d" 14 0.145463284 0.001765864 0.00214115
"Aligned_ray4_d" 15 0.124682815 0.001104938 0.001764918
"Aligned_ray4_d" 16 0.135073049 0.001243066 0.002080071
"Aligned_ray4_d" 17 0.124682815 0.001214516 0.001475412
"Aligned_ray4_d" 18 0.135073049 0.001388988 0.001751453
"Aligned_ray4_d" 19 0.124682815 0.001057118 0.001848724
"Aligned_ray4_d" 20 0.124682815 0.001226226 0.001634634
"Aligned_ray4_d" 21 0.124682815 0.001051888 0.001719007
"Aligned_ray4_d" 22 0.135073049 0.001388988 0.001751453
"Aligned_ray4_d" 23 0.11429258 0.001029921 0.001248626
"Aligned_ray4_d" 24 0.11429258 0.000829784 0.00188059
"Aligned_ray4_d" 25 0.11429258 0.000802064 0.001672768
"Aligned_ray4_d" 26 0.103902346 0.000576917 0.001870107
"Aligned_ray4_d" 27 0.083121876 0.000452035 0.000879435
"Aligned_ray4_d" 28 0.103902346 0.000682749 0.001440405
"Aligned_ray4_d" 29 0.103902346 0.000603826 0.001519327
"Aligned_ray4_d" 30 0.11429258 0.000955173 0.001951487
"Aligned_ray4_d" 31 0.103902346 0.000997887 0.000963331
"Aligned_ray4_d" 32 0.124682815 0.000857686 0.002291059
"Aligned_ray4_d" 33 0.135073049 0.001155001 0.002168136
"Aligned_ray4_d" 34 0.124682815 0.000986151 0.001712773
"Aligned_ray4_d" 35 0.124682815 0.001118522 0.001643377
"Aligned_ray4_d" 36 0.135073049 0.001388988 0.001751453
"Aligned_ray4_d" 37 0.11429258 0.00117853 0.001100016
"Aligned_ray4_d" 38 0.135073049 0.00084795 0.002923624
"Aligned_ray4_d" 39 0.124682815 0.001118522 0.001643377
"Aligned_ray4_d" 40 0.145463284 0.00125113 0.002640462
"Aligned_ray4_d" 41 0.11429258 0.000954754 0.00163785
"Aligned_ray4_d" 42 0.124682815 0.000859593 0.002909904
"Aligned_ray4_d" 43 0.11429258 0.000954754 0.00163785
"Aligned_ray4_d" 44 0.145463284 0.00134559 0.002677093
"Aligned_ray4_d" 45 0.103902346 0.000781634 0.001438681
"Aligned_ray4_d" 46 0.124682815 0.000831187 0.002038669
"Aligned_ray4_d" 47 0.11429258 0.000810595 0.00148758
"Aligned_ray4_d" 48 0.124682815 0.001214516 0.001475412
"Aligned_ray4_d" 49 0.11429258 0.000810595 0.00148758
"Aligned_ray4_d" 50 0.124682815 0.001043584 0.002051183
"Aligned_ray4_d" 51 0.11429258 0.00096668 0.001449267
"Aligned_ray4_d" 52 0.145463284 0.001381301 0.002456312
"Aligned_ray4_d" 53 0.145463284 0.001547678 0.00225909
"Aligned_ray4_d" 54 0.166243753 0.001700976 0.003168333
"Aligned_ray4_d" 55 0.103902346 0.000714419 0.001603058
"Aligned_ray4_d" 56 0.135073049 0.001106103 0.002449557
"Aligned_ray4_d" 57 0.124682815 0.001337281 0.001532576
"Aligned_ray4_d" 58 0.145463284 0.001381301 0.002456312
"Aligned_ray4_d" 59 0.124682815 0.001219844 0.002225783
"Aligned_ray4_d" 60 0.145463284 0.001504816 0.002517867
"Aligned_ray4_d" 61 0.103902346 0.000515199 0.002493202
"Aligned_ray4_d" 62 0.145463284 0.00124291 0.002987976
"Aligned_ray4_d" 63 0.135073049 0.001014919 0.003039004
"Aligned_ray4_d" 64 0.124682815 0.000836459 0.002798092
"Aligned_ray4_d" 65 0.103902346 0.00061682 0.001473947
"Aligned_ray4_v" 5 0.093512111 0.000580037 0.001117286
"Aligned_ray4_v" 6 0.072731642 0.000296967 0.000816018
"Aligned_ray4_v" 7 0.124682815 0.00098494 0.001992873
"Aligned_ray4_v" 8 0.083121876 0.000395842 0.001043584
"Aligned_ray4_v" 9 0.083121876 0.000458371 0.000913582
"Aligned_ray4_v" 10 0.11429258 0.001001807 0.001276739
"Aligned_ray4_v" 11 0.103902346 0.00059196 0.001595968
"Aligned_ray4_v" 12 0.083121876 0.000395842 0.001043584
"Aligned_ray4_v" 13 0.083121876 0.000311964 0.001167947
"Aligned_ray4_v" 14 0.103902346 0.000759297 0.001169534
"Aligned_ray4_v" 15 0.083121876 0.000395842 0.001043584
"Aligned_ray4_v" 16 0.072731642 0.000371943 0.000679352
"Aligned_ray4_v" 17 0.083121876 0.000550979 0.000874952
"Aligned_ray4_v" 18 0.103902346 0.000580991 0.001380228
"Aligned_ray4_v" 19 0.083121876 0.000455049 0.00087642
"Aligned_ray4_v" 20 0.072731642 0.000454859 0.000688971
"Aligned_ray4_v" 21 0.103902346 0.000759297 0.001169534
"Aligned_ray4_v" 22 0.093512111 0.000514739 0.001206575
"Aligned_ray4_v" 23 0.093512111 0.00056088 0.000992501
"Aligned_ray4_v" 24 0.103902346 0.000754546 0.001768049
"Aligned_ray4_v" 25 0.093512111 0.000496864 0.001176469
"Aligned_ray4_v" 26 0.083121876 0.000490793 0.000827182
"Aligned_ray4_v" 27 0.072731642 0.00060276 0.000571915
"Aligned_ray4_v" 28 0.093512111 0.000690064 0.000935288
"Aligned_ray4_v" 29 0.103902346 0.000790722 0.001267658
"Aligned_ray4_v" 30 0.103902346 0.000997887 0.000963331
"Aligned_ray4_v" 31 0.083121876 0.000411594 0.000973854
"Aligned_ray4_v" 32 0.103902346 0.000997887 0.000963331
"Aligned_ray4_v" 33 0.093512111 0.000596844 0.001052499
"Aligned_ray4_v" 34 0.103902346 0.000759297 0.001169534
"Aligned_ray4_v" 35 0.093512111 0.000568183 0.001369045
"Aligned_ray4_v" 36 0.11429258 0.000757614 0.001599447
"Aligned_ray4_v" 37 0.083121876 0.000311526 0.001168384
"Aligned_ray4_v" 38 0.093512111 0.000618907 0.001102407
"Aligned_ray4_v" 39 0.103902346 0.000629749 0.001709319
"Aligned_ray4_v" 40 0.083121876 0.000619827 0.000698148
"Aligned_ray4_v" 41 0.083121876 0.000455049 0.00087642
"Aligned_ray4_v" 42 0.072731642 0.000278889 0.000710717
"Aligned_ray4_v" 43 0.103902346 0.000755687 0.00110837
"Aligned_ray4_v" 44 0.062341407 0.000269892 0.000449821
"Aligned_ray4_v" 45 0.093512111 0.000582033 0.001115291
"Aligned_ray4_v" 46 0.072731642 0.000295444 0.000817541
"Aligned_ray4_v" 47 0.072731642 0.000296967 0.000816018
"Aligned_ray4_v" 48 0.062341407 0.000269892 0.000449821
"Aligned_ray4_v" 49 0.103902346 0.000755687 0.00110837
"Aligned_ray4_v" 50 0.072731642 0.00045039 0.000477526
"Aligned_ray4_v" 51 0.103902346 0.000741198 0.00122002
"Aligned_ray4_v" 52 0.124682815 0.001036545 0.002328115
"Aligned_ray4_v" 53 0.124682815 0.000737706 0.002698924
"Aligned_ray4_v" 54 0.11429258 0.00117853 0.001100016
"Aligned_ray4_v" 55 0.093512111 0.000690064 0.000935288
"Aligned_ray4_v" 56 0.103902346 0.000956915 0.001004303
"Aligned_ray4_v" 57 0.093512111 0.000496864 0.001176469
"Aligned_ray4_v" 58 0.11429258 0.000832701 0.001838417
"Aligned_ray4_v" 59 0.145463284 0.001101913 0.003098128
"Aligned_ray4_v" 60 0.145463284 0.00196463 0.002620971
"Aligned_ray4_v" 61 0.11429258 0.001024484 0.00168589
"Aligned_ray4_v" 62 0.103902346 0.000744133 0.001271064
"Aligned_ray4_v" 63 0.11429258 0.000968632 0.001427686
"Aligned_ray4_v" 64 0.103902346 0.000893291 0.001467368
"Aligned_ray4_v" 65 0.11429258 0.001001807 0.001276739
"Aligned_ray4_v" 66 0.11429258 0.000713903 0.001839443
"Aligned_ray5_d" 3 0.010390235 8.996e-06 8.996e-06
"Aligned_ray5_d" 4 0.124682815 0.001214516 0.002914838
"Aligned_ray5_d" 5 0.249365629 0.003238709 0.009027902
"Aligned_ray5_d" 6 0.207804691 0.002245101 0.00650841
"Aligned_ray5_d" 7 0.218194926 0.002992594 0.006864906
"Aligned_ray5_d" 8 0.187024222 0.001637396 0.005835626
"Aligned_ray5_d" 9 0.207804691 0.002981157 0.005901902
"Aligned_ray5_d" 10 0.166243753 0.001351827 0.004354149
"Aligned_ray5_d" 11 0.197414457 0.002362539 0.005820411
"Aligned_ray5_d" 12 0.197414457 0.002483645 0.00542657
"Aligned_ray5_d" 13 0.218194926 0.002514226 0.007775102
"Aligned_ray5_d" 14 0.218194926 0.002407085 0.007851398
"Aligned_ray5_d" 15 0.207804691 0.002815519 0.005317239
"Aligned_ray5_d" 16 0.207804691 0.002660758 0.007107549
"Aligned_ray5_d" 17 0.207804691 0.002465155 0.006876722
"Aligned_ray5_d" 18 0.207804691 0.002223689 0.007048016
"Aligned_ray5_d" 19 0.22858516 0.003390599 0.006490736
"Aligned_ray5_d" 20 0.249365629 0.003235371 0.008779341
"Aligned_ray5_d" 21 0.22858516 0.003373408 0.006660048
"Aligned_ray5_d" 22 0.22858516 0.004032053 0.005751138
"Aligned_ray5_d" 23 0.22858516 0.002851829 0.007441705
"Aligned_ray5_d" 24 0.238975395 0.003364258 0.006944068
"Aligned_ray5_d" 25 0.218194926 0.003090287 0.005656798
"Aligned_ray5_d" 26 0.22858516 0.003394655 0.006373816
"Aligned_ray5_d" 27 0.238975395 0.00273335 0.008316594
"Aligned_ray5_d" 28 0.22858516 0.002962458 0.006271135
"Aligned_ray5_d" 29 0.207804691 0.003168684 0.005174591
"Aligned_ray5_d" 30 0.238975395 0.003615082 0.006580593
"Aligned_ray5_d" 31 0.207804691 0.002478224 0.005886642
"Aligned_ray5_d" 32 0.22858516 0.00349855 0.005656529
"Aligned_ray5_d" 33 0.22858516 0.002787477 0.007726878
"Aligned_ray5_d" 34 0.22858516 0.003123349 0.006075894
"Aligned_ray5_d" 35 0.187024222 0.001970065 0.005179086
"Aligned_ray5_d" 36 0.218194926 0.003082226 0.005418101
"Aligned_ray5_d" 37 0.187024222 0.002282086 0.00500501
"Aligned_ray5_d" 38 0.22858516 0.002790071 0.006875349
"Aligned_ray5_d" 39 0.187024222 0.002236901 0.005362071
"Aligned_ray5_d" 40 0.207804691 0.002859665 0.00522991
"Aligned_ray5_d" 41 0.197414457 0.00244687 0.005213341
"Aligned_ray5_d" 42 0.166243753 0.00187888 0.00373938
"Aligned_ray5_d" 43 0.166243753 0.002211454 0.003035705
"Aligned_ray5_d" 44 0.176633987 0.001680493 0.004416959
"Aligned_ray5_d" 45 0.197414457 0.002966693 0.004909432
"Aligned_ray5_d" 46 0.218194926 0.002689003 0.006438502
"Aligned_ray5_d" 47 0.197414457 0.002884499 0.004162061
"Aligned_ray5_d" 48 0.176633987 0.001922184 0.004251473
"Aligned_ray5_d" 49 0.155853518 0.002142946 0.002877053
"Aligned_ray5_d" 50 0.207804691 0.003051752 0.005010834
"Aligned_ray5_d" 51 0.197414457 0.002512445 0.004818212
"Aligned_ray5_d" 52 0.218194926 0.003554363 0.004832866
"Aligned_ray5_v" 2 0.010390235 8.996e-06 8.996e-06
"Aligned_ray5_v" 3 0.145463284 0.001384057 0.002422711
"Aligned_ray5_v" 4 0.124682815 0.000831187 0.002038669
"Aligned_ray5_v" 5 0.093512111 0.000513168 0.001184156
"Aligned_ray5_v" 6 0.145463284 0.001608904 0.00204364
"Aligned_ray5_v" 7 0.11429258 0.000820981 0.001791251
"Aligned_ray5_v" 8 0.124682815 0.001035074 0.001681843
"Aligned_ray5_v" 9 0.124682815 0.001058581 0.0020002
"Aligned_ray5_v" 10 0.124682815 0.001050036 0.00172086
"Aligned_ray5_v" 11 0.103902346 0.000759297 0.001169534
"Aligned_ray5_v" 12 0.103902346 0.00078415 0.001576509
"Aligned_ray5_v" 13 0.124682815 0.001051888 0.001719007
"Aligned_ray5_v" 14 0.093512111 0.000580037 0.001117286
"Aligned_ray5_v" 15 0.145463284 0.001188772 0.002779932
"Aligned_ray5_v" 16 0.135073049 0.00130448 0.001752917
"Aligned_ray5_v" 17 0.11429258 0.001001807 0.001276739
"Aligned_ray5_v" 18 0.145463284 0.001755366 0.001773799
"Aligned_ray5_v" 19 0.135073049 0.001277939 0.002410591
"Aligned_ray5_v" 20 0.155853518 0.001754301 0.002747505
"Aligned_ray5_v" 21 0.124682815 0.001214516 0.001475412
"Aligned_ray5_v" 22 0.124682815 0.000825498 0.002539161
"Aligned_ray5_v" 23 0.145463284 0.001410638 0.002434687
"Aligned_ray5_v" 24 0.135073049 0.001232999 0.002389096
"Aligned_ray5_v" 25 0.155853518 0.001925514 0.002461138
"Aligned_ray5_v" 26 0.11429258 0.000810595 0.00148758
"Aligned_ray5_v" 27 0.145463284 0.002027979 0.002017837
"Aligned_ray5_v" 28 0.166243753 0.002241256 0.002816978
"Aligned_ray5_v" 29 0.124682815 0.00117307 0.001597826
"Aligned_ray5_v" 30 0.135073049 0.001399363 0.001824122
"Aligned_ray5_v" 31 0.135073049 0.00130448 0.001752917
"Aligned_ray5_v" 32 0.145463284 0.001664191 0.002111733
"Aligned_ray5_v" 33 0.176633987 0.002394264 0.003093549
"Aligned_ray5_v" 34 0.135073049 0.00151495 0.001675317
"Aligned_ray5_v" 35 0.124682815 0.000831187 0.002038669
"Aligned_ray5_v" 36 0.187024222 0.002610509 0.003261151
"Aligned_ray5_v" 37 0.135073049 0.001296325 0.002375596
"Aligned_ray5_v" 38 0.11429258 0.00117853 0.001100016
"Aligned_ray5_v" 39 0.124682815 0.001226226 0.001634634
"Aligned_ray5_v" 40 0.135073049 0.001291836 0.002014693
"Aligned_ray5_v" 41 0.145463284 0.001410638 0.002434687
"Aligned_ray5_v" 42 0.145463284 0.001475914 0.002369411
"Aligned_ray5_v" 43 0.145463284 0.001435554 0.002486883
"Aligned_ray5_v" 44 0.135073049 0.001369151 0.001771289
"Aligned_ray5_v" 45 0.135073049 0.001393645 0.002029145
"Aligned_ray5_v" 46 0.145463284 0.001312517 0.0027333
"Aligned_ray5_v" 47 0.11429258 0.001001807 0.001276739
"Aligned_ray5_v" 48 0.155853518 0.001473589 0.003258525
"Aligned_ray5_v" 49 0.155853518 0.002156482 0.002287747
"Aligned_ray5_v" 50 0.11429258 0.001001807 0.001276739
"Aligned_ray5_v" 51 0.166243753 0.001893414 0.00271275
"Aligned_ray5_v" 52 0.135073049 0.001351202 0.002470198
"Aligned_ray5_v" 53 0.145463284 0.001313477 0.002285089
"Aligned_ray6_d" 5 0.135073049 0.001399363 0.001824122
"Aligned_ray6_d" 6 0.103902346 0.000708612 0.001209424
"Aligned_ray6_d" 7 0.103902346 0.000756984 0.001506514
"Aligned_ray6_d" 8 0.093512111 0.000514843 0.00118248
"Aligned_ray6_d" 9 0.124682815 0.00103051 0.001686407
"Aligned_ray6_d" 10 0.093512111 0.000731278 0.000990036
"Aligned_ray6_d" 11 0.11429258 0.001001807 0.001276739
"Aligned_ray6_d" 12 0.11429258 0.001001807 0.001276739
"Aligned_ray6_d" 13 0.11429258 0.000769462 0.001921284
"Aligned_ray6_d" 14 0.135073049 0.001212416 0.002044286
"Aligned_ray6_d" 15 0.135073049 0.001207184 0.002049519
"Aligned_ray6_d" 16 0.124682815 0.000822339 0.00216447
