fin	slice	csa	second_moment_min	second_moment_max
Aligned_pair2_v	56	1.706	0.178	0.311
Aligned_pair2_v	57	1.725	0.181	0.318
Aligned_pair2_v	58	1.716	0.179	0.316
Aligned_pair2_v	59	1.735	0.179	0.331
Aligned_pair2_v	60	1.73	0.176	0.335
Aligned_pair2_v	61	1.74	0.173	0.345
Aligned_pair2_v	62	1.735	0.167	0.352
Aligned_pair2_v	63	1.725	0.162	0.354
Aligned_pair2_v	64	1.73	0.166	0.353
Aligned_pair2_v	65	1.676	0.156	0.334
Aligned_pair2_v	66	1.696	0.156	0.353
Aligned_pair2_v	67	1.696	0.154	0.36
Aligned_pair2_v	68	1.657	0.149	0.337
Aligned_pair2_v	69	1.632	0.142	0.329
Aligned_pair2_v	70	1.583	0.133	0.309
Aligned_pair2_v	71	1.569	0.126	0.315
Aligned_pair2_v	72	1.534	0.124	0.296
Aligned_pair2_v	73	1.544	0.118	0.319
Aligned_pair2_v	74	1.505	0.112	0.306
Aligned_pair2_v	75	1.475	0.11	0.29
Aligned_pair2_v	76	1.505	0.113	0.302
Aligned_pair2_v	77	1.505	0.114	0.296
Aligned_pair2_v	78	1.559	0.128	0.303
Aligned_pair2_v	79	1.578	0.128	0.316
Aligned_pair2_v	80	1.544	0.126	0.301
Aligned_pair2_v	81	1.515	0.122	0.288
Aligned_pair2_v	82	1.495	0.117	0.29
Aligned_pair2_v	83	1.534	0.116	0.322
Aligned_pair2_v	84	1.529	0.114	0.321
Aligned_pair2_v	85	1.51	0.111	0.31
Aligned_pair2_v	86	1.446	0.104	0.283
Aligned_pair2_v	87	1.5	0.105	0.328
Aligned_pair2_v	88	1.505	0.104	0.334
Aligned_pair2_v	89	1.495	0.1	0.342
Aligned_pair2_v	90	1.515	0.101	0.348
Aligned_pair2_v	91	1.529	0.103	0.355
Aligned_pair2_v	92	1.534	0.1	0.374
Aligned_pair2_v	93	1.554	0.102	0.381
Aligned_pair2_v	94	1.549	0.103	0.371
Aligned_pair2_v	95	1.515	0.105	0.337
Aligned_pair2_v	96	1.505	0.106	0.324
Aligned_pair2_v	97	1.475	0.101	0.317
Aligned_pair2_v	98	1.475	0.102	0.314
Aligned_pair2_v	99	1.485	0.097	0.337
Aligned_pair2_v	100	1.426	0.093	0.308
Aligned_pair2_v	101	1.392	0.092	0.29
Aligned_pair2_v	102	1.299	0.087	0.243
Aligned_pair2_v	103	1.299	0.089	0.239
Aligned_pair2_v	104	1.191	0.072	0.212
Aligned_pair2_v	105	1.122	0.065	0.199
Aligned_pair2_v	106	1.005	0.05	0.182
Aligned_pair1_d	7	1.51	0.117	0.313
Aligned_pair1_d	8	1.524	0.117	0.321
Aligned_pair1_d	9	1.471	0.116	0.278
Aligned_pair1_d	10	1.451	0.114	0.267
Aligned_pair1_d	11	1.461	0.116	0.267
Aligned_pair1_d	12	1.466	0.119	0.264
Aligned_pair1_d	13	1.471	0.12	0.268
Aligned_pair1_d	14	1.471	0.121	0.267
Aligned_pair1_d	15	1.539	0.136	0.284
Aligned_pair1_d	16	1.475	0.126	0.266
Aligned_pair1_d	17	1.451	0.115	0.265
Aligned_pair1_d	18	1.426	0.108	0.261
Aligned_pair1_d	19	1.412	0.1	0.27
Aligned_pair1_d	20	1.387	0.099	0.253
Aligned_pair1_d	21	1.392	0.095	0.264
Aligned_pair1_d	22	1.426	0.103	0.267
Aligned_pair1_d	23	1.387	0.101	0.243
Aligned_pair1_d	24	1.48	0.117	0.269
Aligned_pair1_d	25	1.446	0.114	0.253
Aligned_pair1_d	26	1.397	0.1	0.248
Aligned_pair1_d	27	1.348	0.097	0.225
Aligned_pair1_d	28	1.353	0.095	0.232
Aligned_pair1_d	29	1.353	0.101	0.221
Aligned_pair1_d	30	1.372	0.099	0.234
Aligned_pair1_d	31	1.407	0.104	0.252
Aligned_pair1_d	32	1.392	0.099	0.247
Aligned_pair1_d	33	1.485	0.118	0.273
Aligned_pair1_d	34	1.495	0.118	0.28
Aligned_pair1_d	35	1.471	0.105	0.292
Aligned_pair1_d	36	1.446	0.107	0.268
Aligned_pair1_d	37	1.461	0.106	0.283
Aligned_pair1_d	38	1.402	0.103	0.25
Aligned_pair1_d	39	1.372	0.099	0.239
Aligned_pair1_d	40	1.368	0.1	0.236
Aligned_pair1_d	41	1.353	0.1	0.223
Aligned_pair1_d	42	1.397	0.112	0.231
Aligned_pair1_d	43	1.368	0.109	0.217
Aligned_pair1_d	44	1.368	0.105	0.227
Aligned_pair1_d	45	1.358	0.107	0.217
Aligned_pair1_d	46	1.412	0.11	0.248
Aligned_pair1_d	47	1.446	0.116	0.256
Aligned_pair1_d	48	1.485	0.124	0.265
Aligned_pair1_d	49	1.471	0.131	0.247
Aligned_pair1_d	50	1.48	0.128	0.253
Aligned_pair1_d	51	1.539	0.14	0.274
Aligned_pair1_d	52	1.52	0.143	0.253
Aligned_pair1_d	53	1.569	0.141	0.296
Aligned_pair1_d	54	1.51	0.134	0.265
Aligned_pair1_d	55	1.573	0.141	0.295
Aligned_pair1_d	56	1.549	0.141	0.282
Aligned_pair1_d	57	1.603	0.146	0.312
Aligned_pair1_d	58	1.559	0.14	0.287
Aligned_pair1_d	59	1.618	0.149	0.308
Aligned_pair1_d	60	1.618	0.15	0.308
Aligned_pair1_d	61	1.613	0.154	0.292
Aligned_pair1_d	62	1.613	0.149	0.308
Aligned_pair1_d	63	1.559	0.131	0.298
Aligned_pair1_d	64	1.544	0.12	0.312
Aligned_pair1_d	65	1.51	0.108	0.313
Aligned_pair1_d	66	1.51	0.108	0.313
Aligned_pair1_d	67	1.456	0.103	0.286
Aligned_pair1_d	68	1.461	0.1	0.296
Aligned_pair1_d	69	1.402	0.098	0.263
Aligned_pair1_d	70	1.451	0.105	0.273
Aligned_pair1_d	71	1.387	0.1	0.245
Aligned_pair1_d	72	1.358	0.093	0.241
Aligned_pair1_d	73	1.323	0.093	0.224
Aligned_pair1_d	74	1.319	0.092	0.219
Aligned_pair1_d	75	1.348	0.098	0.224
Aligned_pair1_d	76	1.328	0.098	0.211
Aligned_pair1_d	77	1.372	0.101	0.232
Aligned_pair1_d	78	1.299	0.091	0.209
Aligned_pair1_d	79	1.314	0.093	0.212
Aligned_pair1_d	80	1.319	0.09	0.225
Aligned_pair1_d	81	1.299	0.081	0.235
Aligned_pair1_d	82	1.25	0.076	0.215
Aligned_pair1_d	83	1.26	0.075	0.223
Aligned_pair1_d	84	1.162	0.065	0.19
Aligned_pair1_d	85	1.137	0.061	0.185
Aligned_pair1_d	86	1.093	0.056	0.171
Aligned_pair1_d	87	1.137	0.059	0.19
Aligned_pair1_d	88	1.172	0.064	0.201
Aligned_pair1_d	89	1.167	0.064	0.201
Aligned_pair1_d	90	1.167	0.063	0.203
Aligned_pair1_d	91	1.157	0.063	0.194
Aligned_pair1_d	92	1.152	0.064	0.191
Aligned_pair1_d	93	1.127	0.067	0.17
Aligned_pair1_d	94	1.152	0.069	0.175
Aligned_pair1_d	95	1.122	0.065	0.168
Aligned_pair1_d	96	1.191	0.074	0.184
Aligned_pair1_d	97	1.24	0.083	0.193
Aligned_pair1_d	98	1.319	0.096	0.212
Aligned_pair1_d	99	1.338	0.097	0.222
Aligned_pair1_d	100	1.397	0.113	0.229
Aligned_pair1_d	101	1.431	0.119	0.235
Aligned_pair1_d	102	1.485	0.133	0.244
Aligned_pair1_d	103	1.52	0.141	0.254
Aligned_pair1_d	104	1.539	0.146	0.259
Aligned_pair1_d	105	1.569	0.152	0.262
Aligned_pair1_d	106	1.534	0.148	0.248
Aligned_pair1_d	107	1.573	0.159	0.253
Aligned_pair1_d	108	1.51	0.143	0.244
Aligned_pair1_d	109	1.471	0.137	0.228
Aligned_pair1_v	8	1.132	0.062	0.174
Aligned_pair1_v	9	1.142	0.073	0.156
Aligned_pair1_v	10	1.118	0.08	0.132
Aligned_pair1_v	11	1.069	0.08	0.113
Aligned_pair1_v	12	1.069	0.086	0.104
Aligned_pair1_v	13	0.975	0.073	0.085
Aligned_pair1_v	14	1.005	0.077	0.09
Aligned_pair1_v	15	0.975	0.072	0.083
Aligned_pair1_v	16	0.936	0.069	0.073
Aligned_pair1_v	17	0.951	0.071	0.077
Aligned_pair1_v	18	0.912	0.063	0.073
Aligned_pair1_v	19	0.872	0.058	0.066
Aligned_pair1_v	20	0.877	0.056	0.069
Aligned_pair1_v	21	0.843	0.05	0.067
Aligned_pair1_v	22	0.833	0.053	0.059
Aligned_pair1_v	23	0.863	0.058	0.063
Aligned_pair1_v	24	0.872	0.056	0.067
Aligned_pair1_v	25	0.912	0.059	0.076
Aligned_pair1_v	26	0.931	0.063	0.078
Aligned_pair1_v	27	0.946	0.067	0.078
Aligned_pair1_v	28	0.98	0.074	0.082
Aligned_pair1_v	29	0.971	0.068	0.084
Aligned_pair1_v	30	0.956	0.068	0.079
Aligned_pair1_v	31	0.956	0.066	0.083
Aligned_pair1_v	32	0.98	0.073	0.084
Aligned_pair1_v	33	0.985	0.071	0.087
Aligned_pair1_v	34	1.015	0.073	0.095
Aligned_pair1_v	35	1.059	0.078	0.104
Aligned_pair1_v	36	1.093	0.086	0.107
Aligned_pair1_v	37	1.098	0.088	0.107
Aligned_pair1_v	38	1.127	0.093	0.112
Aligned_pair1_v	39	1.147	0.096	0.117
Aligned_pair1_v	40	1.142	0.098	0.113
Aligned_pair1_v	41	1.142	0.095	0.116
Aligned_pair1_v	42	1.147	0.095	0.119
Aligned_pair1_v	43	1.186	0.101	0.128
Aligned_pair1_v	44	1.176	0.1	0.125
Aligned_pair1_v	45	1.186	0.103	0.126
Aligned_pair1_v	46	1.221	0.114	0.128
Aligned_pair1_v	47	1.23	0.111	0.137
Aligned_pair1_v	48	1.26	0.121	0.136
Aligned_pair1_v	49	1.279	0.12	0.146
Aligned_pair1_v	50	1.274	0.121	0.142
Aligned_pair1_v	51	1.25	0.114	0.14
Aligned_pair1_v	52	1.255	0.109	0.148
Aligned_pair1_v	53	1.216	0.104	0.137
Aligned_pair1_v	54	1.216	0.102	0.141
Aligned_pair1_v	55	1.206	0.105	0.133
Aligned_pair1_v	56	1.211	0.105	0.135
Aligned_pair1_v	57	1.245	0.119	0.132
Aligned_pair1_v	58	1.206	0.109	0.127
Aligned_pair1_v	59	1.201	0.111	0.122
Aligned_pair1_v	60	1.23	0.116	0.129
Aligned_pair1_v	61	1.23	0.118	0.128
Aligned_pair1_v	62	1.216	0.115	0.126
Aligned_pair1_v	63	1.176	0.109	0.116
Aligned_pair1_v	64	1.162	0.104	0.115
Aligned_pair1_v	65	1.186	0.109	0.119
Aligned_pair1_v	66	1.196	0.109	0.124
Aligned_pair1_v	67	1.225	0.118	0.126
Aligned_pair1_v	68	1.24	0.122	0.132
Aligned_pair1_v	69	1.235	0.119	0.131
Aligned_pair1_v	70	1.255	0.116	0.144
Aligned_pair1_v	71	1.279	0.125	0.146
Aligned_pair1_v	72	1.279	0.127	0.144
Aligned_pair1_v	73	1.363	0.139	0.17
Aligned_pair1_v	74	1.358	0.14	0.166
Aligned_pair1_v	75	1.392	0.148	0.172
Aligned_pair1_v	76	1.421	0.156	0.178
Aligned_pair1_v	77	1.431	0.16	0.176
Aligned_pair1_v	78	1.441	0.163	0.176
Aligned_pair1_v	79	1.485	0.173	0.186
Aligned_pair1_v	80	1.5	0.172	0.192
Aligned_pair1_v	81	1.539	0.183	0.198
Aligned_pair1_v	82	1.549	0.179	0.209
Aligned_pair1_v	83	1.588	0.186	0.221
Aligned_pair1_v	84	1.667	0.206	0.241
Aligned_pair1_v	85	1.681	0.212	0.245
Aligned_pair1_v	86	1.701	0.229	0.237
Aligned_pair1_v	87	1.716	0.232	0.242
Aligned_pair1_v	88	1.686	0.22	0.236
Aligned_pair1_v	89	1.676	0.215	0.237
Aligned_pair1_v	90	1.701	0.214	0.252
Aligned_pair1_v	91	1.725	0.222	0.258
Aligned_pair1_v	92	1.745	0.237	0.252
Aligned_pair1_v	93	1.735	0.232	0.253
Aligned_pair1_v	94	1.76	0.243	0.256
Aligned_pair1_v	95	1.73	0.24	0.243
Aligned_pair1_v	96	1.676	0.212	0.242
Aligned_pair1_v	97	1.681	0.215	0.241
Aligned_pair1_v	98	1.676	0.205	0.252
Aligned_pair1_v	99	1.642	0.198	0.244
Aligned_pair1_v	100	1.583	0.183	0.226
Aligned_pair1_v	101	1.544	0.176	0.212
Aligned_pair1_v	102	1.485	0.16	0.198
Aligned_pair1_v	103	1.505	0.165	0.202
Aligned_pair1_v	104	1.446	0.151	0.189
