Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair2_v	98	1.475	0.787	1.135	0.787	1.135	1.522	0.579	0.925	0.102	0.314	0.245	0.34	0.176	0.45	1.185	1.842	1.723	5.938	3.431	3.006	0.707										
Aligned_pair2_v	99	1.485	0.775	1.16	0.775	1.16	1.506	0.548	0.958	0.097	0.337	0.246	0.352	0.177	0.451	1.12	1.911	1.718	5.979	0.939	0.854	0.113										
Aligned_pair2_v	100	1.426	0.766	1.169	0.766	1.169	1.483	0.548	0.903	0.093	0.308	0.236	0.34	0.17	0.439	1.135	1.854	1.761	5.897	3.501	3.11	0.583										
Aligned_pair2_v	101	1.392	0.766	1.174	0.766	1.174	1.481	0.56	0.909	0.092	0.29	0.23	0.319	0.164	0.416	1.144	1.842	1.723	5.839	0.577	0.406	0.144										
Aligned_pair2_v	102	1.299	0.759	1.209	0.759	1.209	1.437	0.559	0.869	0.087	0.243	0.213	0.28	0.156	0.381	1.149	1.732	1.816	5.699	0.886	0.653	0.241										
Aligned_pair2_v	103	1.299	0.769	1.235	0.769	1.235	1.418	0.551	0.805	0.089	0.239	0.211	0.297	0.162	0.402	1.151	1.693	1.446	5.6	0.886	0.704	0.262										
Aligned_pair2_v	104	1.191	0.767	1.25	0.767	1.25	1.397	0.541	0.784	0.072	0.212	0.193	0.27	0.133	0.36	1.104	1.639	1.92	5.409	1.19	0.665	0.392										
Aligned_pair2_v	105	1.122	0.773	1.257	0.773	1.257	1.428	0.541	0.749	0.065	0.199	0.183	0.266	0.12	0.333	1.138	1.616	1.263	5.706	0.886	0.653	0.241										
Aligned_pair2_v	106	1.005	0.772	1.278	0.772	1.278	1.428	0.514	0.731	0.05	0.182	0.164	0.25	0.098	0.302	1.068	1.573	1.207	6.546	0	NaN	NaN										
Aligned_pair2_d	7	1.152	1.123	1.06	1.123	1.06	0.609	0.574	0.755	0.074	0.173	0.063	0.229	0.128	0.313	1.109	1.598	2.639	4.825	0	NaN	NaN										
Aligned_pair2_d	8	1.377	1.07	1.13	1.07	1.13	0.459	0.596	0.76	0.123	0.204	0.045	0.268	0.206	0.419	1.252	1.612	2.542	5.542	1.066	0.945	0.236										
Aligned_pair2_d	9	1.554	1.04	1.201	1.04	1.201	0.183	0.726	0.709	0.184	0.208	0.009	0.293	0.253	0.507	1.426	1.612	2.542	5.187	1.328	1.324	0.054										
Aligned_pair2_d	10	1.642	1.022	1.229	1.022	1.229	-0.84	0.75	0.754	0.21	0.223	0.152	0.295	0.28	0.563	1.4	1.598	1.068	4.955	0.42	0.362	0.079										
Aligned_pair2_d	11	1.662	1.027	1.242	1.027	1.242	-0.23	0.7	0.727	0.216	0.229	0.014	0.315	0.308	0.557	1.4	1.634	0.755	5.095	1.321	1.242	0.229										
Aligned_pair2_d	12	1.637	1.009	1.252	1.009	1.252	-1.02	0.737	0.839	0.208	0.225	0.198	0.268	0.283	0.516	1.47	1.67	0.994	5.368	1.321	1.242	0.229										
Aligned_pair2_d	13	1.637	1.002	1.267	1.002	1.267	-0.735	0.759	0.798	0.201	0.233	0.123	0.292	0.265	0.524	1.47	1.695	0.668	5.228	0	NaN	NaN										
Aligned_pair2_d	14	1.662	0.996	1.263	0.996	1.263	-1.156	0.741	0.813	0.21	0.238	0.232	0.292	0.284	0.545	1.475	1.652	0.635	5.112	5.951	5.796	0.608										
Aligned_pair2_d	15	1.711	0.986	1.273	0.986	1.273	-1.336	0.791	0.809	0.211	0.265	0.27	0.328	0.267	0.588	1.534	1.705	1.236	5.32	1.291	1.261	0.143										
Aligned_pair2_d	16	1.671	0.983	1.265	0.983	1.265	-1.05	0.751	0.813	0.206	0.247	0.21	0.303	0.274	0.556	1.472	1.66	1.088	5.129	1.328	1.262	0.196										
Aligned_pair2_d	17	1.696	0.983	1.249	0.983	1.249	-1.142	0.72	0.794	0.213	0.252	0.234	0.317	0.296	0.575	1.503	1.67	0.994	5.31	1.321	1.242	0.229										
Aligned_pair2_d	18	1.716	0.973	1.253	0.973	1.253	-1.163	0.755	0.812	0.215	0.263	0.241	0.323	0.285	0.584	1.528	1.693	1.052	5.327	1.328	1.29	0.153										
Aligned_pair2_d	19	1.686	0.968	1.244	0.968	1.244	-0.992	0.698	0.784	0.208	0.252	0.197	0.321	0.299	0.579	1.469	1.64	0.695	5.088	1.291	1.27	0.101										
Aligned_pair2_d	20	1.696	0.961	1.248	0.961	1.248	-1.16	0.728	0.815	0.204	0.264	0.237	0.324	0.28	0.557	1.47	1.729	1.016	5.187	1.291	1.27	0.101										
Aligned_pair2_d	21	1.671	0.955	1.244	0.955	1.244	-1.116	0.719	0.842	0.195	0.26	0.225	0.308	0.272	0.54	1.436	1.767	0.983	5.228	1.129	1.097	0.097										
Aligned_pair2_d	22	1.627	0.953	1.249	0.953	1.249	-1.017	0.703	0.788	0.189	0.241	0.196	0.305	0.268	0.543	1.469	1.67	0.994	5.088	1.268	1.245	0.104										
Aligned_pair2_d	23	1.642	0.939	1.233	0.939	1.233	-1.107	0.707	0.808	0.187	0.252	0.219	0.312	0.264	0.538	1.4	1.709	0.96	5.03	1.26	1.17	0.221										
Aligned_pair2_d	24	1.681	0.939	1.221	0.939	1.221	-1.142	0.709	0.804	0.187	0.276	0.232	0.344	0.264	0.565	1.4	1.709	0.96	4.972	0	0	0										
Aligned_pair2_d	25	1.647	0.934	1.22	0.934	1.22	-1.086	0.751	0.803	0.182	0.264	0.215	0.329	0.242	0.532	1.4	1.739	0.871	5.112	0	NaN	NaN										
Aligned_pair2_d	26	1.613	0.928	1.217	0.928	1.217	-1.21	0.687	0.814	0.169	0.259	0.235	0.318	0.247	0.522	1.33	1.705	1.236	5.129	0	NaN	NaN										
Aligned_pair2_d	27	1.622	0.935	1.214	0.935	1.214	-1.237	0.679	0.807	0.17	0.265	0.241	0.328	0.25	0.511	1.33	1.739	0.871	5.17	1.196	1.147	0.14										
Aligned_pair2_d	28	1.578	0.923	1.221	0.923	1.221	-1.216	0.648	0.82	0.158	0.253	0.231	0.309	0.244	0.499	1.318	1.693	1.052	5.088	0	NaN	NaN										
Aligned_pair2_d	29	1.603	0.917	1.213	0.917	1.213	-1.244	0.628	0.822	0.159	0.269	0.24	0.327	0.253	0.509	1.306	1.729	1.016	5.03	1.196	1.166	0.11										
Aligned_pair2_d	30	1.618	0.899	1.209	0.899	1.209	-1.293	0.611	0.838	0.157	0.28	0.249	0.334	0.258	0.52	1.291	1.756	1.161	4.931	0	NaN	NaN										
Aligned_pair2_d	31	1.608	0.893	1.195	0.893	1.195	-1.272	0.627	0.854	0.154	0.283	0.245	0.331	0.245	0.508	1.301	1.771	1.249	5.187	5.951	5.796	0.608										
Aligned_pair2_d	32	1.598	0.896	1.175	0.896	1.175	-1.314	0.627	0.855	0.153	0.28	0.249	0.328	0.243	0.506	1.304	1.771	1.249	5.129	0	0	0										
Aligned_pair2_d	33	1.622	0.881	1.172	0.881	1.172	-1.299	0.655	0.856	0.151	0.298	0.251	0.348	0.231	0.525	1.26	1.789	1.037	5.211	0	NaN	NaN										
Aligned_pair2_d	34	1.603	0.871	1.184	0.871	1.184	-1.316	0.587	0.87	0.144	0.3	0.25	0.345	0.245	0.506	1.215	1.826	1.004	5.095	0	NaN	NaN										
Aligned_pair2_d	35	1.554	0.866	1.178	0.866	1.178	-1.294	0.603	0.828	0.139	0.273	0.24	0.33	0.231	0.491	1.26	1.754	1.071	5.088	5.601	4.878	1.289										
Aligned_pair2_d	36	1.554	0.857	1.193	0.857	1.193	-1.309	0.583	0.854	0.136	0.279	0.242	0.327	0.234	0.47	1.236	1.816	1.09	5.269	1.12	1.085	0.138										
Aligned_pair2_d	37	1.539	0.856	1.196	0.856	1.196	-1.316	0.593	0.832	0.135	0.27	0.24	0.325	0.227	0.478	1.257	1.756	1.161	5.088	1.252	1.15	0.204										
Aligned_pair2_d	38	1.529	0.857	1.211	0.857	1.211	-1.335	0.575	0.798	0.134	0.265	0.241	0.332	0.232	0.483	1.223	1.729	1.016	5.03	1.12	1.085	0.138										
Aligned_pair2_d	39	1.534	0.858	1.213	0.858	1.213	-1.381	0.597	0.815	0.135	0.265	0.247	0.326	0.227	0.491	1.243	1.693	1.052	4.972	1.129	1.097	0.097										
Aligned_pair2_d	40	1.588	0.867	1.227	0.867	1.227	-1.334	0.594	0.827	0.147	0.281	0.25	0.339	0.247	0.509	1.249	1.767	0.983	5.269	0	0	0										
Aligned_pair2_d	41	1.608	0.866	1.227	0.866	1.227	-1.38	0.609	0.841	0.155	0.279	0.258	0.331	0.255	0.512	1.26	1.722	1.107	5.071	5.111	4.901	0.613										
Aligned_pair2_d	42	1.578	0.868	1.228	0.868	1.228	-1.288	0.618	0.809	0.156	0.258	0.243	0.319	0.253	0.493	1.26	1.729	1.016	5.013	1.328	1.308	0.052										
Aligned_pair2_d	43	1.642	0.865	1.231	0.865	1.231	-1.342	0.642	0.848	0.167	0.285	0.26	0.336	0.259	0.531	1.311	1.756	1.161	5.17	5.951	5.662	0.805										
Aligned_pair2_d	44	1.622	0.868	1.244	0.868	1.244	-1.318	0.625	0.825	0.163	0.277	0.253	0.336	0.26	0.529	1.304	1.729	1.016	5.054	0	NaN	NaN										
Aligned_pair2_d	45	1.662	0.861	1.244	0.861	1.244	-1.345	0.64	0.861	0.173	0.29	0.263	0.337	0.27	0.536	1.32	1.767	0.983	5.269	5.671	5.326	0.686										
Aligned_pair2_d	46	1.696	0.852	1.247	0.852	1.247	-1.351	0.66	0.881	0.18	0.302	0.269	0.343	0.272	0.539	1.307	1.82	1.176	5.409	5.111	4.816	0.664										
Aligned_pair2_d	47	1.711	0.861	1.244	0.861	1.244	-1.367	0.636	0.874	0.185	0.305	0.273	0.349	0.291	0.552	1.299	1.82	1.176	5.409	1.196	1.147	0.14										
Aligned_pair2_d	48	1.735	0.859	1.241	0.859	1.241	-1.349	0.653	0.889	0.183	0.326	0.275	0.367	0.28	0.557	1.306	1.85	1.056	5.409	0	0	0										
Aligned_pair2_d	49	1.74	0.862	1.244	0.862	1.244	-1.39	0.651	0.869	0.182	0.329	0.281	0.378	0.279	0.575	1.33	1.864	0.972	5.491	1.252	1.15	0.204										
Aligned_pair2_d	50	1.755	0.865	1.244	0.865	1.244	-1.479	0.62	0.855	0.184	0.335	0.29	0.392	0.297	0.586	1.26	1.826	1.004	5.334	0	NaN	NaN										
Aligned_pair2_d	51	1.77	0.868	1.251	0.868	1.251	-1.467	0.654	0.915	0.181	0.352	0.292	0.384	0.277	0.58	1.33	1.854	1.381	5.566	0	NaN	NaN										
Aligned_pair2_d	52	1.779	0.868	1.236	0.868	1.236	-1.483	0.678	0.899	0.185	0.351	0.294	0.39	0.273	0.592	1.311	1.86	1.225	5.334	0	NaN	NaN										
Aligned_pair2_d	53	1.819	0.864	1.24	0.864	1.24	-1.434	0.673	0.865	0.199	0.354	0.297	0.409	0.295	0.627	1.33	1.848	1.141	5.31	1.291	1.257	0.09										
Aligned_pair2_d	54	1.838	0.858	1.229	0.858	1.229	-1.453	0.672	0.86	0.205	0.357	0.302	0.416	0.305	0.623	1.33	1.848	1.141	5.293	0	NaN	NaN										
Aligned_pair2_d	55	1.872	0.855	1.222	0.855	1.222	-1.439	0.662	0.9	0.211	0.374	0.307	0.416	0.319	0.642	1.33	1.885	1.024	5.276	1.328	1.308	0.052										
Aligned_pair2_d	56	1.902	0.852	1.221	0.852	1.221	-1.478	0.696	0.898	0.225	0.376	0.314	0.419	0.323	0.643	1.4	1.879	1.107	5.467	0	0	0										
Aligned_pair2_d	57	1.877	0.867	1.209	0.867	1.209	-1.454	0.691	0.883	0.226	0.356	0.309	0.403	0.327	0.649	1.4	1.848	1.141	5.566	1.291	1.253	0.124										
Aligned_pair2_d	58	1.882	0.87	1.213	0.87	1.213	-1.462	0.689	0.878	0.223	0.365	0.31	0.416	0.323	0.665	1.4	1.816	1.09	5.409	1.291	1.265	0.092										
Aligned_pair2_d	59	1.887	0.878	1.221	0.878	1.221	-1.504	0.748	0.876	0.224	0.365	0.313	0.416	0.3	0.672	1.455	1.8	1.806	5.467	6.231	5.959	0.585										
Aligned_pair2_d	60	1.907	0.874	1.227	0.874	1.227	-1.525	0.674	0.88	0.221	0.387	0.317	0.439	0.327	0.679	1.33	1.826	1.004	5.375	4.761	4.495	0.788										
Aligned_pair2_d	61	1.912	0.879	1.244	0.879	1.244	-1.546	0.742	0.897	0.228	0.38	0.318	0.423	0.308	0.675	1.455	1.832	1.686	5.508	5.111	4.834	0.632										
Aligned_pair2_d	62	1.926	0.886	1.256	0.886	1.256	1.562	0.745	0.907	0.227	0.397	0.321	0.438	0.304	0.678	1.45	1.885	1.834	5.682	0	NaN	NaN										
Aligned_pair2_d	63	1.907	0.877	1.259	0.877	1.259	1.552	0.735	0.908	0.226	0.384	0.318	0.423	0.307	0.659	1.4	1.868	1.798	5.508	5.671	5.326	0.686										
Aligned_pair2_d	64	1.872	0.885	1.259	0.885	1.259	1.551	0.679	0.906	0.223	0.359	0.312	0.396	0.328	0.63	1.4	1.832	1.686	5.409	0	0	0										
Aligned_pair2_d	65	1.887	0.911	1.261	0.911	1.261	1.556	0.703	0.844	0.22	0.372	0.314	0.441	0.314	0.669	1.4	1.838	1.88	5.467	1.291	1.257	0.09										
Aligned_pair2_d	66	1.814	0.944	1.263	0.944	1.263	1.504	0.671	0.852	0.198	0.353	0.301	0.415	0.295	0.618	1.33	1.838	1.261	5.583	5.951	5.755	0.609										
Aligned_pair2_d	67	1.765	0.968	1.242	0.968	1.242	1.524	0.644	0.861	0.18	0.346	0.293	0.401	0.279	0.606	1.33	1.8	1.806	5.228	1.066	0.966	0.201										
Aligned_pair2_d	68	1.711	0.987	1.263	0.987	1.263	1.529	0.625	0.848	0.161	0.343	0.285	0.404	0.258	0.569	1.26	1.838	1.261	5.368	0	NaN	NaN										
Aligned_pair2_d	69	1.686	0.996	1.271	0.996	1.271	1.515	0.583	0.85	0.157	0.332	0.28	0.39	0.269	0.568	1.19	1.785	1.373	5.112	3.711	3.438	0.638										
Aligned_pair2_d	70	1.671	0.996	1.264	0.996	1.264	1.499	0.565	0.853	0.15	0.336	0.277	0.394	0.265	0.565	1.19	1.8	1.806	5.153	1.129	1.114	0.094										
Aligned_pair2_d	71	1.686	0.995	1.257	0.995	1.257	1.501	0.589	0.851	0.153	0.343	0.28	0.403	0.26	0.572	1.207	1.8	1.806	5.235	1.291	1.257	0.09										
Aligned_pair2_d	72	1.667	1.005	1.255	1.005	1.255	1.499	0.583	0.856	0.146	0.343	0.276	0.4	0.25	0.561	1.19	1.82	1.966	5.16	0	0	0										
Aligned_pair2_d	73	1.657	1.009	1.25	1.009	1.25	1.53	0.607	0.854	0.15	0.324	0.276	0.38	0.248	0.55	1.26	1.8	1.806	5.17	0	NaN	NaN										
Aligned_pair2_d	74	1.72	1.001	1.25	1.001	1.25	1.561	0.61	0.901	0.165	0.345	0.287	0.382	0.271	0.558	1.26	1.838	1.261	5.31	1.155	1.122	0.091										
Aligned_pair2_d	75	1.755	1.012	1.256	1.012	1.256	1.536	0.61	0.906	0.175	0.352	0.292	0.388	0.287	0.581	1.26	1.832	1.686	5.484	0	NaN	NaN										
Aligned_pair2_d	76	1.784	1.003	1.248	1.003	1.248	1.55	0.613	0.901	0.184	0.358	0.297	0.398	0.3	0.594	1.26	1.854	1.381	5.426	0	0	0										
Aligned_pair2_d	77	1.735	0.994	1.252	0.994	1.252	1.553	0.62	0.846	0.177	0.333	0.289	0.394	0.286	0.592	1.26	1.763	1.69	5.31	0	NaN	NaN										
Aligned_pair2_d	78	1.716	1.004	1.259	1.004	1.259	1.54	0.604	0.845	0.169	0.335	0.286	0.397	0.279	0.579	1.26	1.771	1.249	5.136	0	NaN	NaN										
Aligned_pair2_d	79	1.691	0.988	1.278	0.988	1.278	1.484	0.609	0.874	0.164	0.325	0.28	0.372	0.27	0.553	1.26	1.795	1.93	5.211	5.951	5.755	0.609										
Aligned_pair2_d	80	1.686	0.985	1.279	0.985	1.279	1.44	0.636	0.888	0.16	0.332	0.276	0.374	0.251	0.544	1.274	1.848	2.001	5.409	0	0	0										
Aligned_pair2_d	81	1.671	0.976	1.295	0.976	1.295	1.43	0.603	0.895	0.157	0.323	0.273	0.361	0.26	0.534	1.26	1.8	1.806	5.095	5.951	5.755	0.609										
Aligned_pair2_d	82	1.622	0.961	1.286	0.961	1.286	1.449	0.62	0.866	0.146	0.308	0.266	0.356	0.236	0.524	1.26	1.82	1.966	5.17	3.711	3.438	0.638										
Aligned_pair2_d	83	1.583	0.957	1.275	0.957	1.275	1.436	0.58	0.863	0.14	0.293	0.259	0.34	0.241	0.501	1.19	1.8	1.806	5.187	3.501	3.12	0.644										
Aligned_pair2_d	84	1.578	0.958	1.27	0.958	1.27	1.415	0.583	0.869	0.14	0.289	0.257	0.332	0.24	0.492	1.19	1.785	1.768	5.245	0	0	0										
Aligned_pair2_d	85	1.539	0.962	1.271	0.962	1.271	1.383	0.58	0.859	0.127	0.289	0.248	0.336	0.218	0.483	1.19	1.8	1.806	5.088	4.761	4.428	0.776										
Aligned_pair2_d	86	1.515	0.96	1.263	0.96	1.263	1.349	0.557	0.88	0.118	0.289	0.24	0.329	0.213	0.462	1.172	1.795	1.93	4.989	0	NaN	NaN										
Aligned_pair2_d	87	1.485	0.961	1.272	0.961	1.272	1.331	0.572	0.859	0.112	0.28	0.234	0.326	0.196	0.456	1.172	1.8	1.806	5.03	0	NaN	NaN										
Aligned_pair2_d	88	1.485	0.972	1.279	0.972	1.279	1.309	0.559	0.886	0.109	0.291	0.231	0.329	0.194	0.446	1.168	1.879	2.034	5.129	0	0	0										
Aligned_pair2_d	89	1.461	0.972	1.278	0.972	1.278	1.3	0.56	0.851	0.106	0.279	0.226	0.328	0.189	0.448	1.138	1.795	1.93	4.931	0	NaN	NaN										
Aligned_pair2_d	90	1.412	0.974	1.288	0.974	1.288	1.311	0.54	0.876	0.095	0.27	0.22	0.308	0.176	0.411	1.05	1.816	2.052	4.699	0	NaN	NaN										
Aligned_pair2_d	91	1.466	0.977	1.269	0.977	1.269	1.312	0.537	0.859	0.101	0.295	0.228	0.344	0.189	0.455	1.103	1.826	2.138	4.955	0.99	0.961	0.087										
Aligned_pair2_d	92	1.412	0.968	1.263	0.968	1.263	1.293	0.531	0.914	0.088	0.294	0.218	0.322	0.166	0.416	1.059	1.885	1.834	5.047	0	0	0										
Aligned_pair2_d	93	1.377	0.96	1.244	0.96	1.244	1.342	0.504	0.849	0.089	0.268	0.218	0.315	0.176	0.41	1.053	1.789	2.105	4.856	0.98	0.936	0.08										
Aligned_pair2_d	94	1.382	0.95	1.238	0.95	1.238	1.323	0.516	0.844	0.092	0.261	0.217	0.309	0.178	0.415	1.064	1.756	1.981	4.757	0	NaN	NaN										
Aligned_pair2_d	95	1.377	0.943	1.228	0.943	1.228	1.335	0.5	0.838	0.091	0.263	0.217	0.314	0.183	0.41	1.036	1.767	2.159	4.938	4.761	4.57	0.541										
Aligned_pair2_d	96	1.407	0.932	1.229	0.932	1.229	1.32	0.499	0.823	0.095	0.274	0.22	0.332	0.19	0.432	1.04	1.793	2.246	5.054	0	0	0										
Aligned_pair2_d	97	1.382	0.926	1.212	0.926	1.212	1.29	0.51	0.86	0.089	0.275	0.213	0.32	0.174	0.41	1.036	1.816	2.052	5.071	4.551	3.781	1.23										
Aligned_pair2_d	98	1.382	0.909	1.202	0.909	1.202	1.293	0.504	0.912	0.088	0.279	0.213	0.305	0.174	0.394	1.036	1.864	2.169	5.112	0.939	0.885	0.114										
Aligned_pair2_d	99	1.397	0.907	1.181	0.907	1.181	1.266	0.506	0.891	0.094	0.269	0.212	0.302	0.186	0.394	1.047	1.826	2.138	4.955	0.98	0.955	0.068										
Aligned_pair2_d	100	1.387	0.909	1.196	0.909	1.196	1.278	0.5	0.92	0.094	0.266	0.212	0.289	0.187	0.385	1.036	1.826	2.138	5.095	0	0	0										
Aligned_pair2_d	101	1.426	0.903	1.17	0.903	1.17	1.29	0.55	0.906	0.102	0.278	0.219	0.307	0.185	0.407	1.134	1.826	2.138	5.327	0.99	0.938	0.118										
Aligned_pair2_d	102	1.392	0.908	1.176	0.908	1.176	1.329	0.524	0.913	0.101	0.257	0.219	0.281	0.192	0.387	1.065	1.785	2.017	5.112	0.98	0.91	0.115										
Aligned_pair2_d	103	1.431	0.917	1.177	0.917	1.177	1.289	0.55	0.915	0.105	0.28	0.22	0.306	0.19	0.418	1.098	1.818	1.844	5.269	0	NaN	NaN										
Aligned_pair2_d	104	1.485	0.93	1.162	0.93	1.162	1.32	0.57	0.94	0.118	0.286	0.232	0.305	0.207	0.423	1.134	1.885	1.834	5.228	0	0	0										
Aligned_pair2_d	105	1.485	0.936	1.155	0.936	1.155	1.406	0.56	0.871	0.118	0.283	0.241	0.325	0.21	0.431	1.137	1.82	1.966	5.228	1.019	0.951	0.161										
Aligned_pair2_d	106	1.529	0.957	1.112	0.957	1.112	1.454	0.583	0.901	0.125	0.303	0.251	0.336	0.214	0.461	1.12	1.885	1.834	5.484	1.066	0.966	0.201										
Aligned_pair2_d	107	1.539	0.963	1.097	0.963	1.097	1.472	0.584	0.895	0.125	0.308	0.254	0.343	0.214	0.461	1.12	1.885	1.834	5.549	1.066	0.96	0.197										
Aligned_pair2_d	108	1.524	0.979	1.099	0.979	1.099	1.453	0.583	0.936	0.121	0.305	0.251	0.326	0.207	0.44	1.19	1.911	1.718	5.409	0	0	0										
Aligned_pair2_d	109	1.431	0.983	1.107	0.983	1.107	1.487	0.586	0.888	0.108	0.265	0.237	0.298	0.184	0.411	1.174	1.8	1.806	4.996	0	0	0										
Aligned_pair2_d	110	1.382	0.987	1.122	0.987	1.122	1.489	0.588	0.84	0.103	0.24	0.229	0.286	0.176	0.403	1.174	1.732	1.816	4.798	1.019	0.96	0.115										
Aligned_pair2_d	111	1.348	1.005	1.132	1.005	1.132	1.524	0.534	0.845	0.097	0.229	0.224	0.271	0.181	0.379	1.12	1.693	1.695	4.89	0	NaN	NaN										
Aligned_pair2_d	112	1.221	1.009	1.145	1.009	1.145	1.473	0.548	0.787	0.085	0.183	0.201	0.233	0.156	0.334	1.12	1.634	1.743	5.006	0	0	0										
Aligned_pair2_d	113	0.373	0.965	1.413	0.965	1.413	0.724	0.502	0.67	0.017	0.033	0.027	0.049	0.035	0.066	0.626	1.107	2.82	4.733	0.198	0.151	0.022										
Aligned_pair3_v	8	1.132	0.972	0.905	0.972	0.905	-1.559	0.497	0.776	0.062	0.174	0.189	0.224	0.125	0.303	0.98	1.634	1.743	4.47	0	0	0	0	1.571	0.062	0.174	0.124	0.224	0.498	0.775	1.61	0.98
Aligned_pair3_v	9	1.142	1	0.913	1	0.913	1.528	0.5	0.776	0.073	0.156	0.19	0.201	0.145	0.294	1.05	1.616	1.658	4.47	0	0	0	0	1.571	0.073	0.156	0.143	0.201	0.51	0.773	1.61	1.05
Aligned_pair3_v	10	1.118	1.004	0.934	1.004	0.934	1.517	0.545	0.677	0.08	0.132	0.186	0.195	0.148	0.305	1.12	1.462	1.279	4.627	0	0	0	0	1.571	0.08	0.132	0.15	0.195	0.536	0.676	1.4	1.12
Aligned_pair3_v	11	1.069	1.022	0.934	1.022	0.934	1.48	0.576	0.67	0.08	0.113	0.177	0.168	0.139	0.281	1.124	1.376	1.313	4.388	0	0	0	0	1.571	0.08	0.113	0.136	0.167	0.589	0.676	1.33	1.19
Aligned_pair3_v	12	1.069	1.031	0.93	1.031	0.93	-1.521	0.588	0.682	0.086	0.104	0.178	0.153	0.146	0.275	1.16	1.359	0.969	4.504	1.01	0.944	0.167	0	1.571	0.086	0.104	0.149	0.153	0.58	0.68	1.33	1.19
Aligned_pair3_v	13	0.975	1.017	0.926	1.017	0.926	-1.47	0.596	0.643	0.073	0.085	0.161	0.132	0.123	0.229	1.138	1.328	1.249	4.231	0	0	0	0	1.571	0.074	0.084	0.124	0.137	0.594	0.615	1.26	1.19
Aligned_pair3_v	14	1.005	1.025	0.912	1.025	0.912	-0.977	0.601	0.644	0.077	0.09	0.115	0.139	0.128	0.248	1.158	1.302	0.633	4.149	0	0	0	0	1.571	0.081	0.086	0.124	0.136	0.656	0.628	1.26	1.26
Aligned_pair3_v	15	0.975	0.992	0.937	0.992	0.937	-0.944	0.587	0.642	0.072	0.083	0.107	0.13	0.122	0.237	1.118	1.345	0.896	4.074	3.641	3.283	0.784	0	1.571	0.076	0.079	0.139	0.131	0.548	0.603	1.19	1.12
Aligned_pair3_v	16	0.936	1.006	0.943	1.006	0.943	0.258	0.57	0.579	0.069	0.073	0.01	0.127	0.122	0.236	1.107	1.223	2.729	3.777	0	0	0	0	1.571	0.073	0.069	0.137	0.132	0.534	0.527	1.12	1.12
Aligned_pair3_v	17	0.951	0.992	0.964	0.992	0.964	0.156	0.593	0.606	0.071	0.077	0.004	0.126	0.12	0.234	1.116	1.262	2.554	3.876	0	0	0	0	1.571	0.076	0.071	0.134	0.123	0.572	0.576	1.19	1.19
Aligned_pair3_v	18	0.912	0.992	0.959	0.992	0.959	-0.014	0.513	0.57	0.063	0.073	3.14E-05	0.127	0.122	0.231	1.05	1.223	0.412	3.794	0	0	0	0	1.571	0.073	0.063	0.127	0.122	0.572	0.511	1.05	1.19
Aligned_pair3_v	19	0.872	0.981	0.962	0.981	0.962	0.299	0.568	0.552	0.058	0.066	0.013	0.119	0.103	0.214	1.05	1.198	3.024	3.695	0	0	0	0	1.571	0.065	0.059	0.116	0.116	0.561	0.508	1.05	1.19
Aligned_pair3_v	20	0.877	0.985	0.968	0.985	0.968	0.404	0.52	0.597	0.056	0.069	0.023	0.116	0.108	0.209	1.05	1.262	2.802	3.753	0.98	0.941	0.138	0	1.571	0.067	0.058	0.119	0.115	0.565	0.502	1.05	1.19
Aligned_pair3_v	21	0.843	0.974	0.959	0.974	0.959	0.333	0.514	0.587	0.05	0.067	0.015	0.115	0.096	0.199	0.98	1.262	2.802	3.711	0	0	0	0	1.571	0.066	0.051	0.116	0.109	0.566	0.469	0.98	1.19
Aligned_pair3_v	22	0.833	0.974	0.971	0.974	0.971	0.513	0.508	0.555	0.053	0.059	0.033	0.106	0.105	0.202	1.033	1.19	2.652	3.479	0	0	0	0	1.571	0.058	0.054	0.116	0.109	0.496	0.499	1.05	1.05
Aligned_pair3_v	23	0.863	0.955	0.967	0.955	0.967	0.991	0.511	0.518	0.058	0.063	0.101	0.121	0.113	0.214	1.063	1.159	2.705	3.537	0	NaN	NaN	0	1.571	0.059	0.061	0.11	0.112	0.535	0.547	1.12	1.12
Aligned_pair3_v	24	0.872	0.955	0.966	0.955	0.966	1.461	0.518	0.566	0.056	0.067	0.144	0.119	0.108	0.214	1.05	1.209	1.396	3.695	0	0	0	0	1.571	0.056	0.067	0.105	0.117	0.535	0.575	1.19	1.05
Aligned_pair3_v	25	0.912	0.955	0.966	0.955	0.966	1.388	0.528	0.558	0.059	0.076	0.147	0.136	0.113	0.231	1.065	1.241	1.285	3.794	0	0	0	0	1.571	0.06	0.075	0.112	0.131	0.535	0.574	1.19	1.12
